dataset,experiment,fig4,fig5d,fig5e,fold,behavior_class,f1,precision,recall,train_ground_truth_label_counts
vehkaoja_dogs,svm,True,False,False,3,galloping,0.9637587027279495,0.9504548595117457,0.9774402700062172,141149
vehkaoja_dogs,svm,True,False,False,3,lying_chest,0.4442030908005571,0.5154307923192365,0.3902712624923516,478569
vehkaoja_dogs,svm,True,False,False,3,panting_lying_chest,0.8437795402283439,0.853287140929769,0.8344814782891203,431868
vehkaoja_dogs,svm,True,False,False,3,panting_sitting,0.786948972451862,0.8427976686094921,0.7380419988333657,509197
vehkaoja_dogs,svm,True,False,False,3,panting_standing,0.7762118997656627,0.7742332187708696,0.7782007203667322,417258
vehkaoja_dogs,svm,True,False,False,3,shaking,0.9698124561227561,0.9671934386877376,0.9724456958970233,37207
vehkaoja_dogs,svm,True,False,False,3,sitting,0.626125199908613,0.5216617493099838,0.7829024425082131,396905
vehkaoja_dogs,svm,True,False,False,3,sniffing,0.9879484829211717,0.9802470396080033,0.9957718993928881,814026
vehkaoja_dogs,svm,True,False,False,3,standing,0.636642798823708,0.667596072251182,0.6084326533994393,415883
vehkaoja_dogs,svm,True,False,False,3,trotting,0.9859937881439982,0.9864384848428295,0.985549492212264,612985
vehkaoja_dogs,svm,True,False,False,3,walking,0.9640100168933213,0.9508349769075249,0.9775553012967201,625715
vehkaoja_dogs,svm,True,False,False,4,galloping,0.9599235006993406,0.9459900419139778,0.9742735463684561,140409
vehkaoja_dogs,svm,True,False,False,4,lying_chest,0.5929391570983386,0.6788617110585362,0.5263231857045649,412007
vehkaoja_dogs,svm,True,False,False,4,panting_lying_chest,0.731065773385475,0.750861424775822,0.7122870926454662,481121
vehkaoja_dogs,svm,True,False,False,4,panting_sitting,0.7596459939757916,0.7265747414603573,0.7958713985910328,525022
vehkaoja_dogs,svm,True,False,False,4,panting_standing,0.6530899895324855,0.5346909337745535,0.8388376396043822,464295
vehkaoja_dogs,svm,True,False,False,4,shaking,0.9357902427145061,0.9054351240967641,0.9682513018646061,36226
vehkaoja_dogs,svm,True,False,False,4,sitting,0.6756414114257808,0.6352808029833578,0.7214783130880014,371996
vehkaoja_dogs,svm,True,False,False,4,sniffing,0.9863915531854551,0.9881143112634599,0.9846747918426451,810716
vehkaoja_dogs,svm,True,False,False,4,standing,0.6525100401606425,0.7612150080037481,0.5709725598149179,351704
vehkaoja_dogs,svm,True,False,False,4,trotting,0.9632602634522599,0.9817254944666023,0.9454768319142103,621320
vehkaoja_dogs,svm,True,False,False,4,walking,0.958579963489517,0.9364470324384938,0.9817844445388745,641837
vehkaoja_dogs,wavelet_dt,True,False,False,1,galloping,0.9254892367906066,0.9319637402699773,0.9191040715188028,133762
vehkaoja_dogs,wavelet_dt,True,False,False,1,lying_chest,0.4137895359148685,0.4163772782367507,0.4112337600340773,411050
vehkaoja_dogs,wavelet_dt,True,False,False,1,panting_lying_chest,0.5024174346111201,0.4957049603672752,0.5093141951650944,474147
vehkaoja_dogs,wavelet_dt,True,False,False,1,panting_sitting,0.4314905257893281,0.4551857003533343,0.41014024043275016,514368
vehkaoja_dogs,wavelet_dt,True,False,False,1,panting_standing,0.3261134992927604,0.3255300556500943,0.3266990380887322,431092
vehkaoja_dogs,wavelet_dt,True,False,False,1,shaking,0.8803407544021429,0.9216623758734829,0.8425653526099016,30282
vehkaoja_dogs,wavelet_dt,True,False,False,1,sitting,0.36607500928332715,0.3568023008917886,0.3758425424194057,368552
vehkaoja_dogs,wavelet_dt,True,False,False,1,sniffing,0.8160428508963709,0.8055742601609172,0.8267871066061809,800450
vehkaoja_dogs,wavelet_dt,True,False,False,1,standing,0.3744170927274041,0.36480726971291827,0.3845469008894641,366983
vehkaoja_dogs,wavelet_dt,True,False,False,1,trotting,0.968994383932654,0.9744325885751342,0.9636165424930334,602345
vehkaoja_dogs,wavelet_dt,True,False,False,1,walking,0.8359380820567485,0.8412704821118564,0.8306728551496341,607440
vehkaoja_dogs,wavelet_dt,True,False,False,2,galloping,0.8991878155998234,0.9026246719160105,0.895777032526943,144213
vehkaoja_dogs,wavelet_dt,True,False,False,2,lying_chest,0.36771447435579263,0.3521750829670823,0.3846884889337396,445144
vehkaoja_dogs,wavelet_dt,True,False,False,2,panting_lying_chest,0.5094985126234238,0.5242577358332985,0.4955475558923835,456019
vehkaoja_dogs,wavelet_dt,True,False,False,2,panting_sitting,0.4042544974239744,0.44323619333147013,0.3715752330509979,512352
vehkaoja_dogs,wavelet_dt,True,False,False,2,panting_standing,0.36306616719996726,0.36245739991820786,0.36367698283880145,429752
vehkaoja_dogs,wavelet_dt,True,False,False,2,shaking,0.926171624224267,0.9475435677379805,0.9057425079524527,30233
vehkaoja_dogs,wavelet_dt,True,False,False,2,sitting,0.325613041337766,0.35985279194023645,0.29732296191534496,367925
vehkaoja_dogs,wavelet_dt,True,False,False,2,sniffing,0.785474304873114,0.7339172442401093,0.844822354971723,825131
vehkaoja_dogs,wavelet_dt,True,False,False,2,standing,0.31993900408730525,0.2868019206644461,0.36173370288732243,396650
vehkaoja_dogs,wavelet_dt,True,False,False,2,trotting,0.9397709844440088,0.9254388953237491,0.9545539730134932,645815
vehkaoja_dogs,wavelet_dt,True,False,False,2,walking,0.8101663394978821,0.8622828238398944,0.7639906469212783,603415
vehkaoja_dogs,wavelet_dt,True,False,False,3,galloping,0.9223772609819121,0.9200542005420054,0.924712082186103,141149
vehkaoja_dogs,wavelet_dt,True,False,False,3,lying_chest,0.2641005673601068,0.25261365752440745,0.27668191486262056,478569
vehkaoja_dogs,wavelet_dt,True,False,False,3,panting_lying_chest,0.5236672995194632,0.6144025426755232,0.4562831928817223,431868
